Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/greenlac/v1/ml/,1469,1,1300.0,2987.0333858822373,198.5434590000068,66153.56375000002,17.067392784206945,2.351388689409728,0.0016006730356771465,1300,3000,3800,4500,6800,10000,12000,19000,59000,66000,66000
,Aggregated,1469,1,1300.0,2987.0333858822373,198.5434590000068,66153.56375000002,17.067392784206945,2.351388689409728,0.0016006730356771465,1300,3000,3800,4500,6800,10000,12000,19000,59000,66000,66000
