"1645565935700","31.71","1.5898","0"
"1645565936708","31.71","1.8827","0"
"1645565937711","31.71","1.8827","0"
"1645565938715","31.169999999999998","1.8827","0"
"1645565939719","31.169999999999998","1.8827","0"
"1645565940728","31.169999999999998","2.2245","1"
"1645565941734","31.169999999999998","2.2245","1"
"1645565942741","31.169999999999998","2.2245","1"
"1645565943749","29.68","2.2245","1"
"1645565944756","29.68","2.2245","1"
"1645565945764","29.68","2.2245","1"
"1645565946772","29.68","2.2245","1"
"1645565947775","29.68","2.2245","1"
"1645565948781","28.299999999999997","2.2245","1"
"1645565949789","28.299999999999997","2.2245","1"
"1645565950798","28.299999999999997","2.2245","1"
"1645565951801","28.299999999999997","2.2245","1"
"1645565952808","28.299999999999997","2.2245","1"
"1645565953811","31.03","2.2245","1"
"1645565954817","31.03","2.2245","1"
"1645565955826","31.03","2.2245","1"
"1645566051286","40.17","1.5319","0"
"1645566052293","40.17","1.8737","0"
"1645566053298","40.17","1.9225","0"
"1645566054305","59.97","2.2155","1"
"1645566055310","59.97","2.2155","1"
"1645566056317","59.97","2.2155","1"
"1645566057325","59.97","2.2155","1"
"1645566058328","59.97","2.2155","1"
"1645566059335","56.169999999999995","2.2155","1"
"1645566060339","56.169999999999995","2.2155","1"
"1645566061347","56.169999999999995","2.2155","1"
"1645566062354","56.169999999999995","2.2155","1"
"1645566063356","56.169999999999995","2.2155","1"
"1645566064360","51.67","2.2155","1"
"1645566065366","51.67","2.2155","1"
"1645566066370","51.67","2.2399","1"
"1645566067377","51.67","2.2399","1"
"1645566068382","51.67","2.2399","1"
"1645566069387","48.54","2.2399","1"
"1645566070394","48.54","2.2399","1"
"1645566071398","48.54","2.2399","1"
"1645566072402","48.54","2.2399","1"
"1645566073408","48.54","2.2399","1"
"1645566074411","46.650000000000006","2.2399","1"
"1645566075417","46.650000000000006","2.2399","1"
"1645566076424","46.650000000000006","2.2399","1"
"1645566077432","46.650000000000006","2.2399","1"
"1645566078436","46.650000000000006","2.2399","1"
"1645566079444","43.91","2.2399","1"
"1645566080451","43.91","2.2399","1"
"1645566081459","43.91","2.2399","1"
"1645566082467","43.91","2.2399","1"
"1645566083474","43.91","2.2399","1"
"1645566084481","41.39","2.2399","1"
"1645566085486","41.39","2.2399","1"
"1645566086493","41.39","2.2399","1"
"1645566087500","41.39","2.2399","1"
"1645566088506","41.39","2.2399","1"
"1645566089513","39.07","2.2399","1"
"1645566090516","39.07","2.2399","1"
"1645566091519","39.07","2.2399","1"
"1645566092522","39.07","2.2399","1"
"1645566093528","39.07","2.2399","1"
"1645566094535","71.97","2.2399","1"
"1645566095542","71.97","2.2399","1"
"1645566096550","71.97","2.2399","1"
"1645566097553","71.97","2.2399","1"
"1645566098559","71.97","2.2399","1"
"1645566099566","67.21000000000001","2.2399","1"
"1645566100569","67.21000000000001","2.2399","1"
"1645566101576","67.21000000000001","2.2399","1"
"1645566102584","67.21000000000001","2.2399","1"
"1645566103591","67.21000000000001","2.2399","1"
"1645566104598","62.82","2.2399","1"
"1645566105606","62.82","2.2399","1"
"1645566106613","62.82","2.2399","1"
"1645566107620","62.82","2.2399","1"
"1645566108626","62.82","2.2399","1"
"1645566109630","57.79","2.2399","1"
"1645566110634","57.79","2.2399","1"
"1645566111640","57.79","2.2399","1"
"1645566112645","57.79","2.2399","1"
"1645566113650","57.79","2.2399","1"
"1645566114654","54.16","2.2399","1"
"1645566115659","54.16","2.2399","1"
"1645566116665","54.16","2.2643","1"
"1645566117671","54.16","2.2643","1"
"1645566118676","54.16","2.2643","1"
"1645566119681","50.82","2.2643","1"
"1645566120688","50.82","2.2643","1"
"1645566121695","50.82","2.2643","1"
"1645566122703","50.82","2.2643","1"
"1645566123710","50.82","2.2643","1"
"1645566124718","46.75","2.2643","1"
"1645566125726","46.75","2.2643","1"
"1645566126731","46.75","2.2643","1"
"1645566127736","46.75","2.2643","1"
"1645566128741","46.75","2.2643","1"
"1645566129744","45.0","2.2643","1"
"1645566130747","45.0","2.2643","1"
"1645566131751","45.0","2.2643","1"
"1645566132759","45.0","2.2643","1"
"1645566133765","45.0","2.2643","1"
"1645566134772","42.4","2.2643","1"
"1645566135780","42.4","2.2643","1"
"1645566136786","42.4","2.2643","1"
"1645566137793","42.4","2.2643","1"
"1645566138799","42.4","2.2643","1"
"1645566139806","39.0","2.2643","1"
"1645566140810","39.0","2.2643","1"
"1645566141813","39.0","2.2643","1"
"1645566142822","39.0","2.2643","1"
"1645566143828","39.0","2.2643","1"
"1645566144835","36.870000000000005","2.2643","1"
"1645566145842","36.870000000000005","2.2643","1"
"1645566146844","36.870000000000005","2.2643","1"
"1645566147851","36.870000000000005","2.2643","1"
"1645566148858","36.870000000000005","2.2643","1"
"1645566149862","34.92","2.2643","1"
"1645566150870","34.92","2.2643","1"
"1645566151878","34.92","2.2643","1"
"1645566152882","34.92","2.2643","1"
"1645566153889","34.92","2.2643","1"
"1645566154898","32.12","2.2643","1"
"1645566155902","32.12","2.2643","1"
"1645566156907","32.12","2.2643","1"
"1645566157915","32.12","2.2643","1"
"1645566158923","32.12","2.2643","1"
"1645566159930","30.54","2.2643","1"
"1645566160936","30.54","2.2643","1"
"1645566161944","30.54","2.2643","1"
"1645566162948","30.54","2.2643","1"
"1645566163954","30.54","2.2643","1"
"1645566164957","34.1","2.2643","1"
"1645566165959","34.1","2.2643","1"
"1645566166966","34.1","2.2643","1"
"1645566167971","34.1","2.2887","1"
"1645566168978","34.1","2.2887","1"
"1645566169982","32.37","2.2887","1"
"1645566170986","32.37","2.2887","1"
"1645566171992","32.37","2.2887","1"
"1645566172998","32.37","2.2887","1"
"1645566174001","32.37","2.2887","1"
"1645566175003","30.769999999999996","2.2887","1"
"1645566176005","30.769999999999996","2.2887","1"
"1645566177016","30.769999999999996","2.2887","1"
"1645566178021","30.769999999999996","2.2887","1"
"1645566179024","30.769999999999996","2.2887","1"
"1645566180031","32.31","2.2887","1"
"1645566181037","32.31","2.2887","1"
"1645566182040","32.31","2.2887","1"
"1645566183043","32.31","2.2887","1"
"1645566184046","29.720000000000002","2.2887","1"
"1645566185051","29.720000000000002","2.2887","1"
"1645566186057","29.720000000000002","2.2887","1"
"1645566187065","29.720000000000002","2.2887","1"
"1645566188072","29.720000000000002","2.2887","1"
"1645566189073","30.349999999999998","2.2887","1"
"1645566190080","30.349999999999998","2.2887","1"
"1645566191088","30.349999999999998","2.2887","1"
"1645566192092","30.349999999999998","2.2887","1"
"1645566193097","30.349999999999998","2.2887","1"
"1645566194104","27.91","2.3131","1"
"1645566195111","27.91","2.3131","1"
"1645566196117","27.91","2.3131","1"
"1645566197119","27.91","2.3131","1"
"1645566198127","27.91","2.3131","1"
"1645566199130","36.68","2.3131","1"
"1645566200132","36.68","2.3131","1"
"1645566201135","36.68","2.3131","1"
"1645566202136","36.68","2.3131","1"
"1645566203142","36.68","2.3131","1"
"1645566204157","46.75","2.3131","1"
"1645566205163","46.75","2.3131","1"
"1645566206168","46.75","2.3131","1"
"1645566207174","46.75","2.3131","1"
"1645566208179","46.75","2.3131","1"
"1645566209186","43.01","2.3131","1"
"1645566210188","43.01","2.3131","1"
"1645566211194","43.01","2.3131","1"
"1645566212200","43.01","2.3131","1"
"1645566213208","43.01","2.3131","1"
"1645566214212","43.56","2.3131","1"
"1645566215219","43.56","2.3131","1"
"1645566216226","43.56","2.3131","1"
"1645566217231","43.56","2.3131","1"
"1645566218237","43.56","2.3131","1"
"1645566219239","42.07","2.3131","1"
"1645566220242","42.07","2.3131","1"
"1645566221248","42.07","2.3131","1"
"1645566222253","42.07","2.3131","1"
"1645566223259","42.07","2.3131","1"
"1645566224271","48.71","2.3131","1"
"1645566225277","48.71","2.3131","1"
"1645566226278","48.71","2.3131","1"
"1645566227280","48.71","2.3131","1"
"1645566228285","48.71","2.3131","1"
"1645566229289","46.81","2.3131","1"
"1645566230294","46.81","2.3131","1"
"1645566231296","46.81","2.3131","1"
"1645566232303","46.81","2.3131","1"
"1645566233310","46.81","2.3131","1"
"1645566234314","44.06","2.3131","1"
"1645566235317","44.06","2.3131","1"
"1645566236322","44.06","2.3131","1"
"1645566237327","44.06","2.3131","1"
"1645566238329","44.06","2.3131","1"
"1645566239335","43.519999999999996","2.3131","1"
"1645566240341","43.519999999999996","2.3131","1"
"1645566241347","43.519999999999996","2.3131","1"
"1645566242352","43.519999999999996","2.3131","1"
"1645566243358","43.519999999999996","2.3131","1"
"1645566244362","47.04","2.3131","1"
"1645566245369","47.04","2.3376","1"
"1645566246375","47.04","2.3376","1"
"1645566247381","47.04","2.3376","1"
"1645566248387","47.04","2.3376","1"
"1645566249393","45.269999999999996","2.3376","1"
"1645566250399","45.269999999999996","2.3376","1"
"1645566251402","45.269999999999996","2.3376","1"
"1645566252407","45.269999999999996","2.3376","1"
"1645566253414","45.269999999999996","2.3376","1"
"1645566254419","52.66","2.3376","1"
"1645566255426","52.66","2.3376","1"
"1645566256433","52.66","2.3376","1"
"1645566257437","52.66","2.3376","1"
"1645566258440","52.66","2.3376","1"
"1645566259446","50.44","2.3376","1"
"1645566260447","50.44","2.3376","1"
"1645566261453","50.44","2.3376","1"
"1645566262459","50.44","2.3376","1"
"1645566263463","50.44","2.3376","1"
"1645566264468","48.4","2.3376","1"
"1645566265472","48.4","2.3376","1"
"1645566266477","48.4","2.3376","1"
"1645566267482","48.4","2.3376","1"
"1645566268489","48.4","2.3376","1"
